id,0
11454,1.9112460613250732
13402,2.0134644508361816
14460,2.1630780696868896
6660,1.095570683479309
13707,1.516728401184082
4369,1.2493813037872314
1708,1.3670587539672852
17064,1.5401642322540283
4116,1.402864694595337
14745,1.568483591079712
17961,1.5233850479125977
14452,1.965628743171692
11455,1.711087942123413
3345,1.2020659446716309
7928,0.9735063314437866
12798,1.87337064743042
9442,1.5966968536376953
13345,1.348958134651184
8592,0.9556830525398254
10684,1.9386100769042969
3946,0.8978143930435181
7488,1.5283198356628418
13341,1.391148567199707
5067,1.1026875972747803
13786,1.5341355800628662
10037,2.13275146484375
13463,1.7137657403945923
9871,1.6875755786895752
3591,0.9493914842605591
17591,1.214208960533142
16729,2.215684652328491
8383,1.475692629814148
17418,2.1772351264953613
1381,0.9785336256027222
2940,1.3208471536636353
10211,1.889409065246582
3207,1.141825795173645
4803,1.1218278408050537
13990,1.0943487882614136
11965,1.7746670246124268
10598,1.993518352508545
1792,1.3838831186294556
15109,1.6578266620635986
3353,0.9906572103500366
14684,1.2195838689804077
8676,1.2189640998840332
3580,1.2218952178955078
989,1.0183895826339722
4953,0.9322903156280518
2894,0.8577358722686768
17995,1.5584814548492432
4096,1.12894606590271
14140,2.215876579284668
13069,1.4565203189849854
1961,1.129720687866211
2396,1.1834197044372559
11463,1.7957731485366821
7250,1.2178105115890503
6685,1.3198392391204834
9512,1.9877939224243164
14073,2.1211094856262207
4366,1.1679952144622803
6448,1.3248443603515625
5296,0.9139707088470459
9211,1.6481232643127441
1649,1.0030697584152222
4386,1.2946339845657349
11399,1.6178041696548462
12384,1.5880295038223267
112,1.0791535377502441
7253,1.1435619592666626
10034,2.2320713996887207
829,1.1089829206466675
1817,1.3307545185089111
11062,1.660008430480957
8353,0.9636507630348206
5501,0.9221956729888916
12362,2.0347514152526855
14000,1.0866553783416748
18140,1.376746416091919
14943,0.9295918941497803
16082,2.005943536758423
3553,1.4130527973175049
9615,1.5201287269592285
13020,1.7635607719421387
4646,1.2164170742034912
9681,1.585754632949829
613,0.7521457076072693
13771,1.6216657161712646
529,1.0542869567871094
1880,1.1133311986923218
16646,1.5742018222808838
12593,1.0453933477401733
17756,1.4714807271957397
2003,0.9955503940582275
6463,1.1420681476593018
2198,1.4227045774459839
13740,1.4119541645050049
3866,1.1655960083007812
12312,1.7230584621429443
6235,1.2294840812683105
2313,0.9891101121902466
9005,1.3265621662139893
15050,1.9225690364837646
2596,1.3334159851074219
13682,1.5928571224212646
12293,1.3941659927368164
6357,1.1320823431015015
7038,1.124192237854004
5703,1.0279978513717651
13241,1.6413213014602661
15422,1.1417776346206665
13403,2.124011754989624
15974,2.003464460372925
1472,1.1946542263031006
10342,1.4571640491485596
13612,1.8138190507888794
10537,1.4555381536483765
8112,1.588407039642334
8391,1.1667594909667969
15442,1.7082182168960571
11891,1.9587576389312744
9565,1.674853801727295
4784,1.1482620239257812
14278,1.1627334356307983
11175,1.4579200744628906
10439,1.6891754865646362
5833,1.4217636585235596
12780,1.8344659805297852
11535,1.66008460521698
7490,1.4210598468780518
16591,1.4624521732330322
4797,1.2313445806503296
8794,1.0247747898101807
11722,1.6920392513275146
15980,1.6969833374023438
528,0.9922864437103271
12242,1.6130239963531494
8062,1.3702151775360107
10470,1.549896001815796
11746,1.477783203125
3087,1.4501711130142212
13192,1.4391865730285645
3388,1.0423505306243896
9437,1.8410871028900146
10237,1.887303113937378
18178,1.9250867366790771
9178,1.9410865306854248
8191,1.2903854846954346
10203,1.9219412803649902
8160,1.2093597650527954
17455,1.8325040340423584
12118,1.906838297843933
566,1.0767581462860107
14601,1.6268208026885986
10250,1.4469375610351562
7170,1.6209022998809814
14913,2.4367165565490723
13759,1.7130062580108643
10392,1.478787899017334
17690,1.7579865455627441
5857,1.6675406694412231
14850,1.6836013793945312
2293,0.9940234422683716
6063,1.730127215385437
16940,1.7769826650619507
11589,1.4988341331481934
15022,1.5460033416748047
11210,1.8361696004867554
17080,1.6372489929199219
11545,1.8243637084960938
13999,1.339374303817749
239,1.0991499423980713
4664,1.0149494409561157
1012,1.0834977626800537
17686,1.8159067630767822
11734,1.4657526016235352
11088,1.7780284881591797
10477,1.637319803237915
9493,2.0211198329925537
11250,1.6400196552276611
5216,1.0085395574569702
1775,0.9605271816253662
7079,1.3589080572128296
3084,1.428196668624878
16492,1.7034202814102173
6588,1.0397155284881592
15376,1.523267149925232
8145,1.176710605621338
13471,1.8008239269256592
4987,0.8738203644752502
6380,1.7362267971038818
13103,1.3359935283660889
3654,1.239593744277954
13622,1.9945991039276123
11752,1.8344371318817139
16310,2.147651195526123
3496,1.151788592338562
11364,1.2322936058044434
8517,1.2514193058013916
7979,1.1955242156982422
8919,1.1698342561721802
14194,1.5422863960266113
1282,0.882346510887146
2213,1.3300855159759521
4706,0.8711546659469604
11085,1.6208252906799316
14176,1.4061641693115234
4192,0.9200077056884766
4121,1.2520523071289062
12321,1.8279211521148682
6648,1.3098602294921875
9434,1.6260499954223633
